lc ,lpref ,
http://urn.fi/URN:NBN:fi:au:lapponica:L707 ,saarnaajat ,sárdnealbmát
http://urn.fi/URN:NBN:fi:au:lapponica:L1050 ,saastuminen ,nuoskun
http://urn.fi/URN:NBN:fi:au:lapponica:L1053 ,Saattopora ,Saattopora (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L1176 ,Saha ,Saha
http://urn.fi/URN:NBN:fi:au:lapponica:L876 ,saivo ,sáiva
http://urn.fi/URN:NBN:fi:au:lapponica:L1055 ,salakuljetus ,suollemasbivdu
http://urn.fi/URN:NBN:fi:au:lapponica:L834 ,salametsästys ,
http://urn.fi/URN:NBN:fi:au:lapponica:L762 ,Sallan kapina ,Salla stuibmi
http://urn.fi/URN:NBN:fi:au:lapponica:L888 ,samaanit ,šamánat
http://urn.fi/URN:NBN:fi:au:lapponica:L216 ,samanismi ,šamanisma
http://urn.fi/URN:NBN:fi:au:lapponica:L883 ,samojedikielet ,samojedagielat
http://urn.fi/URN:NBN:fi:au:lapponica:L28 ,samojedit ,samojedat
http://urn.fi/URN:NBN:fi:au:lapponica:L847 ,savotat ,savohtat
http://urn.fi/URN:NBN:fi:au:lapponica:L442 ,seidat ,sieiddit
http://urn.fi/URN:NBN:fi:au:lapponica:L472 ,seiti ,sáidi
http://urn.fi/URN:NBN:fi:au:lapponica:L943 ,sekakielet ,seahkalasgielat
http://urn.fi/URN:NBN:fi:au:lapponica:L29 ,selkupit ,selkupat
http://urn.fi/URN:NBN:fi:au:lapponica:L1036 ,setlementtiliike ,setlemeantalihkadus
http://urn.fi/URN:NBN:fi:au:lapponica:L1058 ,seurat (uskonnolliset tilaisuudet) ,čoakkálmasat (kristtalaš dilálašvuođat)
http://urn.fi/URN:NBN:fi:au:lapponica:L1059 ,seutukaavoitus ,eanaguovllu lávvaplánen
http://urn.fi/URN:NBN:fi:au:lapponica:L79 ,seutusuunnittelu ,eanaguovlluplánen
http://urn.fi/URN:NBN:fi:au:lapponica:L1060 ,shamaanit ,šhamánat
http://urn.fi/URN:NBN:fi:au:lapponica:L1061 ,shamanismi ,šhamanisma
http://urn.fi/URN:NBN:fi:au:lapponica:L684 ,siidat ,siiddat
http://urn.fi/URN:NBN:fi:au:lapponica:L473 ,siika ,čuovža
http://urn.fi/URN:NBN:fi:au:lapponica:L918 ,siirtolaiset ,sirdolaččat
http://urn.fi/URN:NBN:fi:au:lapponica:L870 ,siirtolaisuus ,sirdolašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L1063 ,siirtotyömaat ,sirdobargoeatnamat
http://urn.fi/URN:NBN:fi:au:lapponica:L240 ,siirtoväki ,sirdoveahka
http://urn.fi/URN:NBN:fi:au:lapponica:L1064 ,siita ,siida
http://urn.fi/URN:NBN:fi:au:lapponica:L75 ,sijainninohjaus ,sajádatstivren
http://urn.fi/URN:NBN:fi:au:lapponica:L281 ,simpukat ,skálžžut
http://urn.fi/URN:NBN:fi:au:lapponica:L1167 ,Siperia ,Sibirjá
http://urn.fi/URN:NBN:fi:au:lapponica:L607 ,siperianhusky ,sibirjjáhusky
http://urn.fi/URN:NBN:fi:au:lapponica:L923 ,sissit ,meahccesoalddáhat
http://urn.fi/URN:NBN:fi:au:lapponica:L772 ,Skattefjällsmålet ,Vearroduottarášši (Skattefjällsmålet)
http://urn.fi/URN:NBN:fi:au:lapponica:L740 ,soidensuojelu ,jekkiidsuodjaleapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1066 ,soistuminen ,jeaggiluvvan
http://urn.fi/URN:NBN:fi:au:lapponica:L1067 ,Sokli ,Sokli (S)
http://urn.fi/URN:NBN:fi:au:lapponica:L1068 ,Solovetskin luostari ,Solovecka kloasttar (S)
http://urn.fi/URN:NBN:fi:au:lapponica:L135 ,sopeutuminen ,vuogáiduvvan
http://urn.fi/URN:NBN:fi:au:lapponica:L875 ,sopulit ,goddesáhpánat
http://urn.fi/URN:NBN:fi:au:lapponica:L1069 ,sotaretket ,soahtemátkkit
http://urn.fi/URN:NBN:fi:au:lapponica:L599 ,sotaväenotto ,soahtevehkiiváldin
http://urn.fi/URN:NBN:fi:au:lapponica:L1040 ,sotilastorpat ,soalddáttorppát
http://urn.fi/URN:NBN:fi:au:lapponica:L394 ,staalot ,stálut
http://urn.fi/URN:NBN:fi:au:lapponica:L114 ,subarktinen alue ,subarktalaš guovlu
http://urn.fi/URN:NBN:fi:au:lapponica:L292 ,sukset ,sabehat
http://urn.fi/URN:NBN:fi:au:lapponica:L1070 ,Sulitjelma ,Suličealbma (S)
http://urn.fi/URN:NBN:fi:au:lapponica:L839 ,suojametsät ,suodjevuovddit
http://urn.fi/URN:NBN:fi:au:lapponica:L545 ,suokasvillisuus ,jeaggešattolašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L893 ,suomalais-ugrilaiset kansat ,suomaugralaš álbmogat
http://urn.fi/URN:NBN:fi:au:lapponica:L1071 ,suomalaiset : Kuolan niemimaa ,suopmelaččat : Guoládatnjárga
http://urn.fi/URN:NBN:fi:au:lapponica:L1072 ,suomalaiset : Ruija ,suopmelaččat : Finnmárku
http://urn.fi/URN:NBN:fi:au:lapponica:L1073 ,suomalaiset : Tornionjokilaakso (Ruotsi) ,suopmelaččat : Duortnoseanuleahki (Ruoŧŧa)
http://urn.fi/URN:NBN:fi:au:lapponica:L132 ,suomalaistaminen ,suomaiduhttin
http://urn.fi/URN:NBN:fi:au:lapponica:L657 ,suomen kieli : Ruija ,suomagiella : Finnmárku
http://urn.fi/URN:NBN:fi:au:lapponica:L854 ,suomen kieli : Tornionjokilaakso (Ruotsi) ,suomagiella : Duortnoseanuleahki (Ruoŧŧa)
http://urn.fi/URN:NBN:fi:au:lapponica:L608 ,suomenlapinkoira ,suomasámebeana
http://urn.fi/URN:NBN:fi:au:lapponica:L1075 ,suomuurain ,
http://urn.fi/URN:NBN:fi:au:lapponica:L679 ,suonilanka ,suotna
http://urn.fi/URN:NBN:fi:au:lapponica:L980 ,suopungit ,suohpanat
http://urn.fi/URN:NBN:fi:au:lapponica:L716 ,suopöllö ,loađgu
http://urn.fi/URN:NBN:fi:au:lapponica:L922 ,suot ,jeakkit
http://urn.fi/URN:NBN:fi:au:lapponica:L936 ,susi ,gumpe
http://urn.fi/URN:NBN:fi:au:lapponica:L513 ,suullinen perinne ,njálmmalálaš árbi
http://urn.fi/URN:NBN:fi:au:lapponica:L708 ,suviseurat ,geassečoakkálmasat
http://urn.fi/URN:NBN:fi:au:lapponica:L1021 ,syrjintä ,vealaheapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1077 ,syrjintä : etniset ryhmät ,vealaheapmi : etnihkalaš joavkkut
http://urn.fi/URN:NBN:fi:au:lapponica:L929 ,syrjäseudut ,boaittobealeguovllut
http://urn.fi/URN:NBN:fi:au:lapponica:L1078 ,syrjäänin kieli ,syrjäänagiella
http://urn.fi/URN:NBN:fi:au:lapponica:L1079 ,syrjäänit ,syrjäänat
http://urn.fi/URN:NBN:fi:au:lapponica:L43 ,syöksylasku ,gahčahatčierastepmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1080 ,sähköistys ,šleađgadeapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1081 ,sähköntuotanto ,šleađgabuvttadus
http://urn.fi/URN:NBN:fi:au:lapponica:L1082 ,sähkövoimalat ,šleađgafápmorusttegat
http://urn.fi/URN:NBN:fi:au:lapponica:L349 ,säpikkäät ,gálssohat
http://urn.fi/URN:NBN:fi:au:lapponica:L327 ,sää ,dálki
http://urn.fi/URN:NBN:fi:au:lapponica:L1083 ,säähavainnot ,dálkeáiccastagat
http://urn.fi/URN:NBN:fi:au:lapponica:L257 ,sääilmiöt ,dálkeihtagat
http://urn.fi/URN:NBN:fi:au:lapponica:L1084 ,säänennustus ,dálkeeinnostus
http://urn.fi/URN:NBN:fi:au:lapponica:L1085 ,sääsket ,
http://urn.fi/URN:NBN:fi:au:lapponica:L523 ,taidekäsityö ,dáiddaduodji
http://urn.fi/URN:NBN:fi:au:lapponica:L279 ,taiga ,taiga
http://urn.fi/URN:NBN:fi:au:lapponica:L1086 ,taikausko ,diidaosku
http://urn.fi/URN:NBN:fi:au:lapponica:L474 ,taimen ,dápmot
http://urn.fi/URN:NBN:fi:au:lapponica:L1193 ,Taimyr ,Taimyr
http://urn.fi/URN:NBN:fi:au:lapponica:L1194 ,Taimyrin niemimaa ,Taimyrnjárga
http://urn.fi/URN:NBN:fi:au:lapponica:L963 ,takkaporot ,noađđehearggit
http://urn.fi/URN:NBN:fi:au:lapponica:L660 ,talvehtiminen ,dálvádeapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L723 ,talvi ,dálvi
http://urn.fi/URN:NBN:fi:au:lapponica:L1088 ,talvikaupungit ,dálvegávpogat
http://urn.fi/URN:NBN:fi:au:lapponica:L1090 ,talvikunnossapito ,dálvebajásdoallan
http://urn.fi/URN:NBN:fi:au:lapponica:L685 ,talvikylät ,dálvesiiddat
http://urn.fi/URN:NBN:fi:au:lapponica:L582 ,talvimatkailu ,dálveturisma
http://urn.fi/URN:NBN:fi:au:lapponica:L1091 ,talvimerenkulku ,dálvemearrajohtin
http://urn.fi/URN:NBN:fi:au:lapponica:L731 ,talvirakentaminen ,dálvehuksen
http://urn.fi/URN:NBN:fi:au:lapponica:L1087 ,talviuni ,dálvenagir
http://urn.fi/URN:NBN:fi:au:lapponica:L41 ,talviurheilu ,dálvevalástallan
http://urn.fi/URN:NBN:fi:au:lapponica:L133 ,tanskalaistaminen ,dánskkaiduhttin
http://urn.fi/URN:NBN:fi:au:lapponica:L874 ,taruolennot ,máinnassivdnádusat
http://urn.fi/URN:NBN:fi:au:lapponica:L1011 ,tavaraliikenne ,gálvojohtalus
http://urn.fi/URN:NBN:fi:au:lapponica:L1092 ,tavgit (tavgisamojedit) ,tavgit (tavgisamojedat)
http://urn.fi/URN:NBN:fi:au:lapponica:L82 ,teatteri ,teáhter
http://urn.fi/URN:NBN:fi:au:lapponica:L1093 ,tekniikka ,teknihkka
http://urn.fi/URN:NBN:fi:au:lapponica:L39 ,tekoaltaat ,dahkuáldát
http://urn.fi/URN:NBN:fi:au:lapponica:L1029 ,teltat ,tealttát
http://urn.fi/URN:NBN:fi:au:lapponica:L557 ,tervakauppa ,bihkkagávpi
http://urn.fi/URN:NBN:fi:au:lapponica:L1094 ,tervanpoltto ,bihkkaboaldin
http://urn.fi/URN:NBN:fi:au:lapponica:L371 ,tiernapojat ,tierdnabártnit
http://urn.fi/URN:NBN:fi:au:lapponica:L639 ,tiet ,geainnut
http://urn.fi/URN:NBN:fi:au:lapponica:L889 ,tietäjät ,diehttit
http://urn.fi/URN:NBN:fi:au:lapponica:L1095 ,tontut ,donttot
http://urn.fi/URN:NBN:fi:au:lapponica:L1096 ,topografiset kartat ,topográfalaš kárttat
http://urn.fi/URN:NBN:fi:au:lapponica:L1195 ,Tornion Lappi ,Durtnosa Sápmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1196 ,Tornionlaakso ,
http://urn.fi/URN:NBN:fi:au:lapponica:L1074 ,tornionlaaksolaiset (Ruotsi) ,Duortnoseanuleagi ássit (Ruoŧŧa)
http://urn.fi/URN:NBN:fi:au:lapponica:L636 ,torpparit ,toarpárat
http://urn.fi/URN:NBN:fi:au:lapponica:L805 ,totot ,
http://urn.fi/URN:NBN:fi:au:lapponica:L455 ,troolikalastus ,trolábivdu
http://urn.fi/URN:NBN:fi:au:lapponica:L1197 ,Tsuktsia ,Čukčaguovlu
http://urn.fi/URN:NBN:fi:au:lapponica:L1184 ,Tsuktsienmeri ,Čukčaidmearra
http://urn.fi/URN:NBN:fi:au:lapponica:L30 ,tsuktsit ,čukčat
http://urn.fi/URN:NBN:fi:au:lapponica:L1097 ,tsuudit ,čuđit
http://urn.fi/URN:NBN:fi:au:lapponica:L1099 ,tukkikämpät ,vuovdebargiidgámppát
http://urn.fi/URN:NBN:fi:au:lapponica:L1100 ,tukkilaiselokuvat ,dimbbargolgadanealligovat
http://urn.fi/URN:NBN:fi:au:lapponica:L393 ,tukkilaiset ,dimbbargolgadeaddjit
http://urn.fi/URN:NBN:fi:au:lapponica:L623 ,tukkilaiskisat ,dimbariinluoitingilvu
http://urn.fi/URN:NBN:fi:au:lapponica:L1101 ,tundra ,duottar
http://urn.fi/URN:NBN:fi:au:lapponica:L265 ,tundrahanhi ,stuorragiljobaš
http://urn.fi/URN:NBN:fi:au:lapponica:L1102 ,tunguusit ,tungusat
http://urn.fi/URN:NBN:fi:au:lapponica:L276 ,tunturihaukka ,rievssatfálli
http://urn.fi/URN:NBN:fi:au:lapponica:L546 ,tunturikasvillisuus ,duottaršattolašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L612 ,tunturikoivu ,lageš
http://urn.fi/URN:NBN:fi:au:lapponica:L1103 ,tunturimittari ,lastamáhtu
http://urn.fi/URN:NBN:fi:au:lapponica:L941 ,tunturipeura ,duottargoddi
http://urn.fi/URN:NBN:fi:au:lapponica:L717 ,tunturipöllö ,jievjaskuolfi
http://urn.fi/URN:NBN:fi:au:lapponica:L1104 ,tunturisaame ,duottarsápmi
http://urn.fi/URN:NBN:fi:au:lapponica:L993 ,tunturisaamelaiset ,duottarsámit
http://urn.fi/URN:NBN:fi:au:lapponica:L1105 ,tunturit ,duottarat
http://urn.fi/URN:NBN:fi:au:lapponica:L159 ,tunturituvat ,duottarstobut
http://urn.fi/URN:NBN:fi:au:lapponica:L1107 ,tunturivaellus ,duottarvádjoleampi
http://urn.fi/URN:NBN:fi:au:lapponica:L110 ,tuolit ,stuolut
http://urn.fi/URN:NBN:fi:au:lapponica:L650 ,turjansaame ,darjjesápmi
http://urn.fi/URN:NBN:fi:au:lapponica:L935 ,turkit ,dorkkat
http://urn.fi/URN:NBN:fi:au:lapponica:L475 ,turska ,dorski
http://urn.fi/URN:NBN:fi:au:lapponica:L1108 ,turvevoimalat ,lavdnjefápmorusttegat
http://urn.fi/URN:NBN:fi:au:lapponica:L702 ,tutkijat (ei-saamelaiset) ,dutkit (eai-sámit)
http://urn.fi/URN:NBN:fi:au:lapponica:L1111 ,tutkimusasemat ,dutkanstašuvnnat
http://urn.fi/URN:NBN:fi:au:lapponica:L1112 ,tutkimusmatkailijat ,dutkanmátkkálččat
http://urn.fi/URN:NBN:fi:au:lapponica:L880 ,tutkimusmatkat ,dutkanmátkkit
http://urn.fi/URN:NBN:fi:au:lapponica:L1113 ,tutkimusretkikunnat ,dutkanekspedišuvnnat
http://urn.fi/URN:NBN:fi:au:lapponica:L1114 ,tutkimustyö ,dutkanbargu
http://urn.fi/URN:NBN:fi:au:lapponica:L1115 ,tuulivoimalat ,bieggafápmorusttegat
http://urn.fi/URN:NBN:fi:au:lapponica:L729 ,tykky ,ritni
http://urn.fi/URN:NBN:fi:au:lapponica:L1116 ,työkeskusliike ,bargoguovddášlihkadus
http://urn.fi/URN:NBN:fi:au:lapponica:L898 ,työtuvat (Norrbotten) ,bargostobut (Norrbotten)
http://urn.fi/URN:NBN:fi:au:lapponica:L518 ,työväenperinne ,bargiidluohkáárbi
http://urn.fi/URN:NBN:fi:au:lapponica:L1117 ,tähtitiede ,nástedieđa
http://urn.fi/URN:NBN:fi:au:lapponica:L1033 ,uhraaminen ,oaffaruššan
http://urn.fi/URN:NBN:fi:au:lapponica:L857 ,uhripaikat ,oaffarbáikkit
http://urn.fi/URN:NBN:fi:au:lapponica:L886 ,uitto ,dimbbargolgadeapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1118 ,uittoyhdistykset ,dimbbargolgadanovttastusat
http://urn.fi/URN:NBN:fi:au:lapponica:L1119 ,UK-puisto ,UK-álbmotmeahcci
http://urn.fi/URN:NBN:fi:au:lapponica:L542 ,ulkoilukartat ,olgolihkadankárttat
http://urn.fi/URN:NBN:fi:au:lapponica:L750 ,ulkoilureitit ,olgolihkadanjohtolagat
http://urn.fi/URN:NBN:fi:au:lapponica:L558 ,ulkomaankauppa ,olgoriikkagávpi
http://urn.fi/URN:NBN:fi:au:lapponica:L1056 ,uralilaiset kansat ,urálalaš álbmogat
http://urn.fi/URN:NBN:fi:au:lapponica:L1120 ,urheilukalastus ,
http://urn.fi/URN:NBN:fi:au:lapponica:L835 ,urheilumetsästys ,lustameahccebivdu
http://urn.fi/URN:NBN:fi:au:lapponica:L1121 ,Urho Kekkosen kansallispuisto ,Urho Kekkonena álbmotmeahcci
http://urn.fi/URN:NBN:fi:au:lapponica:L529 ,uskomukset ,jáhkut
http://urn.fi/URN:NBN:fi:au:lapponica:L1122 ,uskonnot ,oskkut
http://urn.fi/URN:NBN:fi:au:lapponica:L933 ,uskontotiede ,oskodieđa
http://urn.fi/URN:NBN:fi:au:lapponica:L144 ,uudisasukkaat ,ođđaássit
http://urn.fi/URN:NBN:fi:au:lapponica:L145 ,uudistilat ,ođđadálut
http://urn.fi/URN:NBN:fi:au:lapponica:L1049 ,uumajansaame ,ubmisápmi
http://urn.fi/URN:NBN:fi:au:lapponica:L718 ,uunilinnut ,rievssatcizážat
http://urn.fi/URN:NBN:fi:au:lapponica:L709 ,uusiheräys ,ođđamorráneapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1106 ,vaarat ,várit
http://urn.fi/URN:NBN:fi:au:lapponica:L202 ,vaellus ,vádjoleapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L477 ,vaelluskalat ,vádjolusguolit
http://urn.fi/URN:NBN:fi:au:lapponica:L1098 ,vainolaiset ,dorrádallit
http://urn.fi/URN:NBN:fi:au:lapponica:L527 ,vainolaistarinat ,čuhtemuitalusat
http://urn.fi/URN:NBN:fi:au:lapponica:L613 ,vaivaiskoivu ,skierri
http://urn.fi/URN:NBN:fi:au:lapponica:L1123 ,valaanpyynti ,fálesbivdu
http://urn.fi/URN:NBN:fi:au:lapponica:L1124 ,valaat ,fállát
http://urn.fi/URN:NBN:fi:au:lapponica:L189 ,valjakkourheilu ,geasusvalástallan
http://urn.fi/URN:NBN:fi:au:lapponica:L1125 ,valtionmaat ,stáhtaeatnamat
http://urn.fi/URN:NBN:fi:au:lapponica:L840 ,valtionmetsät ,stáhtavuovddit
http://urn.fi/URN:NBN:fi:au:lapponica:L841 ,vanhat metsät ,boares vuovddit
http://urn.fi/URN:NBN:fi:au:lapponica:L710 ,vanhoillislestadiolaisuus ,vanhoillislestadiolašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L413 ,variksenmarja ,čáhppesmuorji
http://urn.fi/URN:NBN:fi:au:lapponica:L973 ,vasanmerkintä ,miessemearkun
http://urn.fi/URN:NBN:fi:au:lapponica:L968 ,vasat ,miesit
http://urn.fi/URN:NBN:fi:au:lapponica:L1126 ,vasonta ,guottet
http://urn.fi/URN:NBN:fi:au:lapponica:L770 ,vastarintaliikkeet ,vuostálastinlihkadusat
http://urn.fi/URN:NBN:fi:au:lapponica:L134 ,venäläistäminen ,ruoššaiduhttin
http://urn.fi/URN:NBN:fi:au:lapponica:L688 ,verotus ,vearuheapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1051 ,vesien saastuminen ,čáziidnuoskun
http://urn.fi/URN:NBN:fi:au:lapponica:L1127 ,vesiensuojelu ,čáziidsuodjaleapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1128 ,vesioikeus ,čáhceriekti
http://urn.fi/URN:NBN:fi:au:lapponica:L1129 ,vesirakennus ,čáhcehuksenbarggut
http://urn.fi/URN:NBN:fi:au:lapponica:L35 ,vesistöjen säännöstely ,čázádagaid dulvadeapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1130 ,vesistöt ,čázádagat
http://urn.fi/URN:NBN:fi:au:lapponica:L1131 ,vesivoima ,čáhcefápmu
http://urn.fi/URN:NBN:fi:au:lapponica:L1132 ,vesivoimalat ,čáhcefápmorusttegat
http://urn.fi/URN:NBN:fi:au:lapponica:L1198 ,Vienanmeri ,Vilgesmearra
http://urn.fi/URN:NBN:fi:au:lapponica:L689 ,viikinkiretket ,vikiŋŋamátkkit
http://urn.fi/URN:NBN:fi:au:lapponica:L719 ,viklot ,čovžot
http://urn.fi/URN:NBN:fi:au:lapponica:L476 ,villakuore ,šákša
http://urn.fi/URN:NBN:fi:au:lapponica:L456 ,virkistyskalastus ,lustaguolastus
http://urn.fi/URN:NBN:fi:au:lapponica:L1133 ,vogulin kieli ,vogulagiella
http://urn.fi/URN:NBN:fi:au:lapponica:L1134 ,vogulit ,vogulat
http://urn.fi/URN:NBN:fi:au:lapponica:L1135 ,voimalaitokset ,fápmorusttegat
http://urn.fi/URN:NBN:fi:au:lapponica:L1109 ,voimalat ,
http://urn.fi/URN:NBN:fi:au:lapponica:L483 ,vuorikiipeily ,várregavccodeapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1136 ,Vuotos ,Vuotos (P)
http://urn.fi/URN:NBN:fi:au:lapponica:L380 ,vuotuismuutto ,jahkodatjohtin
http://urn.fi/URN:NBN:fi:au:lapponica:L242 ,väestönsiirrot ,álbmotsirdimat
http://urn.fi/URN:NBN:fi:au:lapponica:L494 ,vähemmistöpolitiikka ,vehádatpolitihkka
http://urn.fi/URN:NBN:fi:au:lapponica:L217 ,vähemmistöt ,vehádagat
http://urn.fi/URN:NBN:fi:au:lapponica:L551 ,väinönputki ,boska
http://urn.fi/URN:NBN:fi:au:lapponica:L67 ,väliportaan hallinto ,gaskaceahki hálddahus
http://urn.fi/URN:NBN:fi:au:lapponica:L1137 ,ydinjätteet ,váimmusbázahusat
http://urn.fi/URN:NBN:fi:au:lapponica:L1138 ,ydinkokeet ,váimmusvearjogeahččaleamit
http://urn.fi/URN:NBN:fi:au:lapponica:L956 ,ydinvoimalat ,váimmusfápmorusttegat
http://urn.fi/URN:NBN:fi:au:lapponica:L299 ,yhdistetty hiihto ,čuoigan- ja njuikengilvu
http://urn.fi/URN:NBN:fi:au:lapponica:L1140 ,yhteisalueet ,oktasašguovllut
http://urn.fi/URN:NBN:fi:au:lapponica:L488 ,yhteisyritykset ,oktasašfitnodagat
http://urn.fi/URN:NBN:fi:au:lapponica:L260 ,yliluonnolliset olennot ,badjellunddolaš sivdnádusat
http://urn.fi/URN:NBN:fi:au:lapponica:L1141 ,ympäristöhaitat ,birasheađuštusat
http://urn.fi/URN:NBN:fi:au:lapponica:L1142 ,ympäristökysymykset ,birasgažaldagat
http://urn.fi/URN:NBN:fi:au:lapponica:L1143 ,ympäristöliikkeet ,biraslihkadusat
http://urn.fi/URN:NBN:fi:au:lapponica:L1024 ,ympäristömyrkyt ,birasmirkkot
http://urn.fi/URN:NBN:fi:au:lapponica:L1052 ,ympäristön saastuminen ,birasnuoskun
http://urn.fi/URN:NBN:fi:au:lapponica:L1144 ,ympäristön tila ,birrasa dilli
http://urn.fi/URN:NBN:fi:au:lapponica:L741 ,ympäristönsuojelu ,birassuodjaleapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1145 ,ympäristöongelmat ,birasváttisvuođat
http://urn.fi/URN:NBN:fi:au:lapponica:L1146 ,ympäristöonnettomuudet ,biraslihkohisvuođat
http://urn.fi/URN:NBN:fi:au:lapponica:L1147 ,ympäristöpolitiikka ,biraspolitihkka
http://urn.fi/URN:NBN:fi:au:lapponica:L1148 ,ympäristövahingot ,birasvahágat
http://urn.fi/URN:NBN:fi:au:lapponica:L1149 ,ympäristövaikutukset ,birasváikkuhusat
http://urn.fi/URN:NBN:fi:au:lapponica:L1150 ,ympäristövauriot ,
http://urn.fi/URN:NBN:fi:au:lapponica:L1164 ,Yukon ,Yukon
http://urn.fi/URN:NBN:fi:au:lapponica:L1151 ,öljynetsintä ,oljoohcan
http://urn.fi/URN:NBN:fi:au:lapponica:L416 ,öljynporaus ,oljobohkan
http://urn.fi/URN:NBN:fi:au:lapponica:L1152 ,öljyvarat ,oljoriggodagat
